"id","latitude","longitude","type_of_violence","best","dyad_name"
24566,-3.16667,28.25,3,2,"Government of DR Congo (Zaire) - Civilians"
24694,-1.416667,28.05,3,10,"Government of DR Congo (Zaire) - Civilians"
24683,-1.416667,28.05,3,15,"Government of DR Congo (Zaire) - Civilians"
24485,-0.883101,29.566521,3,3,"Government of DR Congo (Zaire) - Civilians"
24090,-1.30359,28.731093,3,2,"Government of DR Congo (Zaire) - Civilians"
23415,-1.868868,28.446529,3,1,"Government of DR Congo (Zaire) - Civilians"
24352,-1.30359,28.731093,3,62,"Government of DR Congo (Zaire) - Civilians"
24347,-1.30359,28.731093,3,5,"Government of DR Congo (Zaire) - Civilians"
23522,-2.083203,28.588392,3,1,"Government of DR Congo (Zaire) - Civilians"
24329,-0.666667,28.75,3,2,"Government of DR Congo (Zaire) - Civilians"
24445,-1.68161,28.73328,3,1,"Government of DR Congo (Zaire) - Civilians"
23408,4.733333,27.7,3,2,"Government of DR Congo (Zaire) - Civilians"
23419,-1.866111,28.449722,3,1,"Government of DR Congo (Zaire) - Civilians"
24441,-1.68161,28.73328,3,1,"Government of DR Congo (Zaire) - Civilians"
24534,-2.3126,27.4772,3,1,"Government of DR Congo (Zaire) - Civilians"
23694,-1.50446,29.3414,3,2,"Government of DR Congo (Zaire) - Civilians"
24363,-0.883101,29.566521,3,1,"Government of DR Congo (Zaire) - Civilians"
24362,-0.883101,29.566521,3,1,"Government of DR Congo (Zaire) - Civilians"
23833,-0.95,29.55,3,4,"Government of DR Congo (Zaire) - Civilians"
24346,-1.30359,28.731093,3,6,"Government of DR Congo (Zaire) - Civilians"
24361,-1.790833,29.001667,3,1,"Government of DR Congo (Zaire) - Civilians"
24479,-1.011999,29.3493,3,2,"Government of DR Congo (Zaire) - Civilians"
24700,-1.466667,28.5,3,1,"Government of DR Congo (Zaire) - Civilians"
24732,-1.81,28.79,3,1,"Government of DR Congo (Zaire) - Civilians"
23245,-2.73647,28.61463,3,2,"Government of DR Congo (Zaire) - Civilians"
23535,-1.4,28.816667,3,1,"Government of DR Congo (Zaire) - Civilians"
23951,-0.6913,29.1487,3,1,"Government of DR Congo (Zaire) - Civilians"
24002,-1.30359,28.731093,3,1,"Government of DR Congo (Zaire) - Civilians"
24345,-1.30359,28.731093,3,7,"Government of DR Congo (Zaire) - Civilians"
24342,-1.30359,28.731093,3,5,"Government of DR Congo (Zaire) - Civilians"
24098,-1.30359,28.731093,3,22,"Government of DR Congo (Zaire) - Civilians"
24099,-1.30359,28.731093,3,3,"Government of DR Congo (Zaire) - Civilians"
24105,-1.35361,28.8021,3,2,"Government of DR Congo (Zaire) - Civilians"
23661,-1.5642,28.7238,3,1,"Government of DR Congo (Zaire) - Civilians"
24097,-1.7166,28.758843,3,1,"Government of DR Congo (Zaire) - Civilians"
23857,-1.157667,29.431222,3,1,"Government of DR Congo (Zaire) - Civilians"
23532,-2.079717,28.769754,3,1,"Government of DR Congo (Zaire) - Civilians"
23411,4.15,27.9,3,2,"Government of DR Congo (Zaire) - Civilians"
24003,-1.30359,28.731093,3,6,"Government of DR Congo (Zaire) - Civilians"
24039,-1.30359,28.731093,3,17,"Government of DR Congo (Zaire) - Civilians"
24040,-1.241311,28.696,3,20,"Government of DR Congo (Zaire) - Civilians"
24041,-1.30359,28.731093,3,7,"Government of DR Congo (Zaire) - Civilians"
24042,-1.30359,28.731093,3,9,"Government of DR Congo (Zaire) - Civilians"
24043,-1.25427,28.97987,3,28,"Government of DR Congo (Zaire) - Civilians"
23041,-1.71,28.98,3,2,"Government of DR Congo (Zaire) - Civilians"
24621,-2.90435,28.9964,3,1,"Government of DR Congo (Zaire) - Civilians"
23666,-0.99174,29.44687,3,2,"Government of DR Congo (Zaire) - Civilians"
23947,-0.712194,29.056317,3,2,"Government of DR Congo (Zaire) - Civilians"
24341,-1.30359,28.731093,3,50,"Government of DR Congo (Zaire) - Civilians"
23987,-1.216054,28.744677,3,3,"Government of DR Congo (Zaire) - Civilians"
24657,-1,29.25,3,6,"Government of DR Congo (Zaire) - Civilians"
23633,-0.26,29.02,3,1,"Government of DR Congo (Zaire) - Civilians"
24091,-1.4,28.816667,3,3,"Government of DR Congo (Zaire) - Civilians"
24448,-1.216667,29.383333,3,6,"Government of DR Congo (Zaire) - Civilians"
23528,-1.78,28.69,3,10,"Government of DR Congo (Zaire) - Civilians"
23033,-1.31,27.93,3,1,"Government of DR Congo (Zaire) - Civilians"
24048,-1.14282,29.115709,3,3,"Government of DR Congo (Zaire) - Civilians"
23708,-1.243656,28.724173,3,8,"Government of DR Congo (Zaire) - Civilians"
24343,-1.30359,28.731093,3,7,"Government of DR Congo (Zaire) - Civilians"
24344,-1.30359,28.731093,3,9,"Government of DR Congo (Zaire) - Civilians"
23955,-0.392338,29.192731,3,2,"Government of DR Congo (Zaire) - Civilians"
23579,-0.711111,29.173056,3,1,"Government of DR Congo (Zaire) - Civilians"
23244,-2.29,28.8,3,1,"Government of DR Congo (Zaire) - Civilians"
23594,-0.711111,29.173056,3,1,"Government of DR Congo (Zaire) - Civilians"
23531,-1.78,28.69,3,4,"Government of DR Congo (Zaire) - Civilians"
24340,-1.227668,28.744857,3,6,"Government of DR Congo (Zaire) - Civilians"
24095,-1.30359,28.731093,3,1,"Government of DR Congo (Zaire) - Civilians"
23181,-2.066667,28.566667,3,1,"Government of DR Congo (Zaire) - Civilians"
24008,0.4605,29.2102,3,3,"Government of DR Congo (Zaire) - Civilians"
23945,-0.6,29.016667,3,6,"Government of DR Congo (Zaire) - Civilians"
23412,3.616667,28.566667,3,3,"Government of DR Congo (Zaire) - Civilians"
40017,-1.045165,29.427336,3,7,"Government of Rwanda - Civilians"
33609,-1.4,28.816667,3,3,"Government of Rwanda - Civilians"
39762,-1.13217,28.8102,3,2,"Government of Rwanda - Civilians"
39753,-1.4,28.816667,3,3,"Government of Rwanda - Civilians"
39912,-1.216054,28.744677,3,90,"Government of Rwanda - Civilians"
39941,-1.348769,28.092241,3,40,"Government of Rwanda - Civilians"
39968,-1.25427,28.97987,3,9,"Government of Rwanda - Civilians"
40001,-0.166667,29.233333,3,1,"Government of Rwanda - Civilians"
39424,-1.416667,28.05,3,20,"Government of Rwanda - Civilians"
34437,-1.25427,28.97987,3,3,"Government of Rwanda - Civilians"
32475,-1.71,28.98,3,2,"Government of Rwanda - Civilians"
32944,-1.2571,28.7487,3,13,"Government of Rwanda - Civilians"
39382,-1.816667,28.8,3,1,"Government of Rwanda - Civilians"
39872,-1.416667,28.05,3,1,"Government of Rwanda - Civilians"
40057,-0.6,29.3,3,1,"Government of Rwanda - Civilians"
39996,-1.5353,29.0236,3,1,"Government of Rwanda - Civilians"
39997,-1.580622,28.961544,3,4,"Government of Rwanda - Civilians"
32386,4.92898,27.352888,3,7,"LRA - Civilians"
36436,3.883333,27.266667,3,45,"LRA - Civilians"
36625,4.8,27.65,3,27,"LRA - Civilians"
37055,3.751221,29.5185,3,9,"LRA - Civilians"
34220,4.183333,28.183333,3,10,"LRA - Civilians"
37099,4.2,28.033333,3,8,"LRA - Civilians"
37458,3.52185,29.415944,3,8,"LRA - Civilians"
36360,3.735032,29.709968,3,115,"LRA - Civilians"
32671,4.733333,27.55,3,1,"LRA - Civilians"
33229,4.166667,27.083333,3,5,"LRA - Civilians"
36573,4.102173,28.103872,3,15,"LRA - Civilians"
33561,3.4,29.583333,3,11,"LRA - Civilians"
32189,4.733333,27.55,3,1,"LRA - Civilians"
33774,3.4,29.583333,3,8,"LRA - Civilians"
36369,3.681847,29.127486,3,1,"LRA - Civilians"
36316,4.246294,28.752718,3,4,"LRA - Civilians"
36319,4.246294,28.752718,3,4,"LRA - Civilians"
36243,4.333333,27.766666,3,25,"LRA - Civilians"
37543,3.330716,29.177174,3,100,"LRA - Civilians"
32175,3.7,27.883333,3,2,"LRA - Civilians"
32197,3.616667,28.566667,3,0,"LRA - Civilians"
33351,3.585363,27.587666,3,1,"LRA - Civilians"
37453,3.52185,29.415944,3,2,"LRA - Civilians"
37108,3.907417,28.375776,3,1,"LRA - Civilians"
35887,3.866666,30.233333,3,6,"LRA - Civilians"
36304,3.616667,28.566667,3,1,"LRA - Civilians"
36303,3.616667,28.566667,3,1,"LRA - Civilians"
35930,3.45,29.416667,3,4,"LRA - Civilians"
33523,4.066849,28.674952,3,1,"LRA - Civilians"
35964,4.033333,25.866666,3,1,"LRA - Civilians"
36368,4.733333,27.55,3,4,"LRA - Civilians"
37452,3.52185,29.415944,3,1,"LRA - Civilians"
37056,3.751221,29.5185,3,6,"LRA - Civilians"
33505,4.333333,27.766666,3,1,"LRA - Civilians"
36044,4.465551,27.305998,3,4,"LRA - Civilians"
36355,3.735032,29.709968,3,1,"LRA - Civilians"
36054,4.99331,27.40093,3,2,"LRA - Civilians"
36055,4.99331,27.40093,3,7,"LRA - Civilians"
33388,4.333333,27.766666,3,3,"LRA - Civilians"
37100,4.774002,27.631852,3,5,"LRA - Civilians"
36046,4.183333,27.066667,3,30,"LRA - Civilians"
36439,2.766667,27.616667,3,12,"LRA - Civilians"
36096,3.901527,26.757787,3,2,"LRA - Civilians"
32670,1.45,29.866667,3,3,"LRA - Civilians"
33770,3.100369,29.834697,3,10,"LRA - Civilians"
35886,3.866666,30.233333,3,4,"LRA - Civilians"
37465,3.492407,29.734797,3,36,"LRA - Civilians"
36083,4.166667,27.083333,3,2,"LRA - Civilians"
36312,3.616667,28.566667,3,5,"LRA - Civilians"
36310,3.616667,28.566667,3,2,"LRA - Civilians"
32630,4.579377,25.820647,3,4,"LRA - Civilians"
32370,3.5,27,3,43,"LRA - Civilians"
36305,3.616667,28.566667,3,1,"LRA - Civilians"
35891,3.866666,30.233333,3,8,"LRA - Civilians"
36358,3.735032,29.709968,3,23,"LRA - Civilians"
32161,3.5,27,3,26,"LRA - Civilians"
33386,3.901527,26.757787,3,3,"LRA - Civilians"
32680,4.633333,27.233333,3,3,"LRA - Civilians"
36050,4.15,27.9,3,6,"LRA - Civilians"
36277,4.733333,27.7,3,6,"LRA - Civilians"
36039,4.203743,27.194,3,5,"LRA - Civilians"
36244,4.4,25.783333,3,22,"LRA - Civilians"
34142,3.65,26.066666,3,1,"LRA - Civilians"
32892,4.579377,25.820647,3,2,"LRA - Civilians"
37433,4.566666,25.816666,3,2,"LRA - Civilians"
36245,4.4,25.783333,3,2,"LRA - Civilians"
37084,4.193367,28.765371,3,1,"LRA - Civilians"
34135,4.15,27.9,3,3,"LRA - Civilians"
37086,3.964763,27.931615,3,6,"LRA - Civilians"
36917,3.516666,27.483333,3,63,"LRA - Civilians"
36918,3.516666,27.483333,3,6,"LRA - Civilians"
36908,3.758155,27.369894,3,62,"LRA - Civilians"
36963,3.616666,27.466666,3,172,"LRA - Civilians"
37109,3.484241,27.551522,3,24,"LRA - Civilians"
37527,3.416666,27.666666,3,10,"LRA - Civilians"
36674,3.585363,27.587666,3,5,"LRA - Civilians"
33327,3.585363,27.587666,3,3,"LRA - Civilians"
37557,3.685127,27.474761,3,8,"LRA - Civilians"
40069,-1.81,28.79,3,40,"FDLR-FOCA - Civilians"
39479,-2.6,28.63,3,19,"FDLR-FOCA - Civilians"
39452,-0.542691,29.044905,3,8,"FDLR-FOCA - Civilians"
39622,-1.370951,28.666854,3,2,"FDLR-FOCA - Civilians"
40076,-1.466667,28.5,3,1,"FDLR-FOCA - Civilians"
40070,-0.315363,28.120945,3,2,"FDLR-FOCA - Civilians"
40178,-1.581379,28.37098,3,1,"FDLR-FOCA - Civilians"
40087,-0.566667,29.3,3,1,"FDLR-FOCA - Civilians"
39530,-0.566667,29.3,3,2,"FDLR-FOCA - Civilians"
39371,-0.366667,29.3,3,1,"FDLR-FOCA - Civilians"
39367,-1.7166,28.758843,3,2,"FDLR-FOCA - Civilians"
39525,-1.671519,29.001111,3,3,"FDLR-FOCA - Civilians"
39509,-1.7166,28.758843,3,9,"FDLR-FOCA - Civilians"
39456,-1.7166,28.758843,3,1,"FDLR-FOCA - Civilians"
39623,-1.68161,28.73328,3,7,"FDLR-FOCA - Civilians"
39555,-1.5642,28.7238,3,2,"FDLR-FOCA - Civilians"
40120,-1.552778,28.78,3,1,"FDLR-FOCA - Civilians"
39906,-1.651944,28.876944,3,1,"FDLR-FOCA - Civilians"
40036,-1.705182,28.733333,3,5,"FDLR-FOCA - Civilians"
39771,-1.705182,28.7,3,1,"FDLR-FOCA - Civilians"
39630,-1.7166,28.758843,3,1,"FDLR-FOCA - Civilians"
39679,-1.7166,28.758843,3,6,"FDLR-FOCA - Civilians"
34662,-1.7166,28.758843,3,3,"FDLR-FOCA - Civilians"
39886,-1.581667,28.484167,3,7,"FDLR-FOCA - Civilians"
39841,-1.809,28.452,3,7,"FDLR-FOCA - Civilians"
40077,-1.694006,28.477637,3,2,"FDLR-FOCA - Civilians"
39579,-1.7166,28.758843,3,8,"FDLR-FOCA - Civilians"
39497,-1.1771,28.2023,3,7,"FDLR-FOCA - Civilians"
39538,-1.581379,28.37098,3,7,"FDLR-FOCA - Civilians"
39469,-1.556103,28.6684,3,4,"FDLR-FOCA - Civilians"
39477,-1.7166,28.758843,3,11,"FDLR-FOCA - Civilians"
40078,-0.25645,29.00058,3,2,"FDLR-FOCA - Civilians"
40058,-1.82,28.76,3,14,"FDLR-FOCA - Civilians"
40054,-1.590278,29.255278,3,1,"FDLR-FOCA - Civilians"
40125,-1.488934,28.709481,3,3,"FDLR-FOCA - Civilians"
39957,-1.705182,28.733333,3,2,"FDLR-FOCA - Civilians"
39895,-1.403971,28.919656,3,2,"FDLR-FOCA - Civilians"
40023,-1.7166,28.758843,3,1,"FDLR-FOCA - Civilians"
39821,-0.6,29.016667,3,1,"FDLR-FOCA - Civilians"
39447,-1.8,28.74,3,1,"FDLR-FOCA - Civilians"
39339,-1.81848,28.71075,3,4,"FDLR-FOCA - Civilians"
39386,-1.87863,28.89922,3,2,"FDLR-FOCA - Civilians"
40327,-1.694006,28.477637,3,3,"FDLR-FOCA - Civilians"
39711,-1.81,28.79,3,1,"FDLR-FOCA - Civilians"
40121,-1.403971,28.919656,3,1,"FDLR-FOCA - Civilians"
39993,-1.8,28.74,3,1,"FDLR-FOCA - Civilians"
39827,-1.81,28.79,3,1,"FDLR-FOCA - Civilians"
39387,-2.355278,28.550833,3,1,"FDLR-FOCA - Civilians"
39688,-1.68161,28.73328,3,1,"FDLR-FOCA - Civilians"
39663,-1.80583,28.75167,3,1,"FDLR-FOCA - Civilians"
39775,-2.37062,28.47621,3,3,"FDLR-FOCA - Civilians"
39875,-1.7166,28.758843,3,3,"FDLR-FOCA - Civilians"
39772,-1.7166,28.758843,3,2,"FDLR-FOCA - Civilians"
39389,-1.4,28.816667,3,17,"FDLR-FOCA - Civilians"
39460,-1.7075,29.018056,3,1,"FDLR-FOCA - Civilians"
40122,-1.058194,28.695271,3,1,"FDLR-FOCA - Civilians"
40044,-1.705182,28.733333,3,1,"FDLR-FOCA - Civilians"
40029,-0.315363,28.120945,3,5,"FDLR-FOCA - Civilians"
39921,-1.694006,28.477637,3,1,"FDLR-FOCA - Civilians"
39834,-0.582341,29.023816,3,2,"FDLR-FOCA - Civilians"
39826,-2.32,28.763889,3,1,"FDLR-FOCA - Civilians"
39485,-0.666667,28.75,3,0,"FDLR-FOCA - Civilians"
39478,-1.7166,28.758843,3,2,"FDLR-FOCA - Civilians"
40255,-2.29964,28.58479,3,3,"FDLR-FOCA - Civilians"
39493,-0.666667,28.75,3,34,"FDLR-FOCA - Civilians"
39591,-0.634444,28.867778,3,40,"FDLR-FOCA - Civilians"
40045,-0.955173,29.574007,3,1,"FDLR-FOCA - Civilians"
40055,-0.50731,29.16265,3,1,"FDLR-FOCA - Civilians"
39350,-2.355278,28.550833,3,3,"FDLR-FOCA - Civilians"
39575,-0.955173,29.574007,3,1,"FDLR-FOCA - Civilians"
39717,-0.958,28.822,3,3,"FDLR-FOCA - Civilians"
39828,-1.556103,28.6684,3,1,"FDLR-FOCA - Civilians"
39551,-1.866111,28.449722,3,1,"FDLR-FOCA - Civilians"
39391,-1.81848,28.71075,3,1,"FDLR-FOCA - Civilians"
33678,-0.166667,29.233333,3,6,"FDLR-FOCA - Civilians"
39714,-1.78,28.5,3,1,"FDLR-FOCA - Civilians"
39576,-1.980119,28.473455,3,1,"FDLR-FOCA - Civilians"
40074,-1.679722,28.699722,3,2,"FDLR-FOCA - Civilians"
40052,-1.585556,28.880556,3,3,"FDLR-FOCA - Civilians"
39658,-1.786111,28.708056,3,2,"FDLR-FOCA - Civilians"
39833,-1.74,28.6725,3,2,"FDLR-FOCA - Civilians"
39364,-1.581379,28.37098,3,3,"FDLR-FOCA - Civilians"
39454,-1.231671,28.175729,3,1,"FDLR-FOCA - Civilians"
33006,-2.6,28.63,3,1,"FDLR-FOCA - Civilians"
40147,-1.78,28.5,3,10,"FDLR-FOCA - Civilians"
39586,-1.81,28.79,3,2,"FDLR-FOCA - Civilians"
39876,-1.74,28.6725,3,1,"FDLR-FOCA - Civilians"
40130,-1.705182,28.733333,3,1,"FDLR-FOCA - Civilians"
40144,-1.398889,28.813333,3,3,"FDLR-FOCA - Civilians"
40062,-1.809,28.452,3,1,"FDLR-FOCA - Civilians"
39536,-1.81,28.79,3,1,"FDLR-FOCA - Civilians"
39899,-1.7166,28.758843,3,5,"FDLR-FOCA - Civilians"
39463,-1.78,28.5,3,1,"FDLR-FOCA - Civilians"
39664,-1.8284,28.8194,3,1,"FDLR-FOCA - Civilians"
461116,-2.05812,28.66127,3,1,"FDLR-FOCA - Civilians"
40014,-2.071994,28.550325,3,1,"FDLR-FOCA - Civilians"
40063,-0.54708,29.046189,3,1,"FDLR-FOCA - Civilians"
40064,-1.705182,28.733333,3,2,"FDLR-FOCA - Civilians"
39418,-2.066667,28.566667,3,1,"FDLR-FOCA - Civilians"
40090,-1.416667,28.05,3,6,"FDLR-FOCA - Civilians"
39340,-0.1,29.116667,3,1,"FDLR-FOCA - Civilians"
39344,-1.466667,28.5,3,3,"FDLR-FOCA - Civilians"
40065,-1.81848,28.71075,3,4,"FDLR-FOCA - Civilians"
39901,-1.31,28.66,3,1,"FDLR-FOCA - Civilians"
39652,-1.715278,28.590556,3,1,"FDLR-FOCA - Civilians"
40304,-0.304565,29.138719,3,10,"FDLR-FOCA - Civilians"
40027,-1.694006,28.477637,3,2,"FDLR-FOCA - Civilians"
39439,-1.87863,28.89922,3,1,"FDLR-FOCA - Civilians"
39444,-1.581667,28.484167,3,41,"FDLR-FOCA - Civilians"
40039,-1.183333,29.45,3,1,"FDLR-FOCA - Civilians"
39900,-0.581217,29.081264,3,1,"FDLR-FOCA - Civilians"
40066,-0.616667,29.116667,3,15,"FDLR-FOCA - Civilians"
39428,-0.581217,29.081264,3,10,"FDLR-FOCA - Civilians"
33687,-0.616667,29.116667,3,7,"FDLR-FOCA - Civilians"
39774,-1.35361,28.8021,3,4,"FDLR-FOCA - Civilians"
461118,-2.0588,28.6372,3,1,"FDLR-FOCA - Civilians"
39429,-1.969167,28.751944,3,2,"FDLR-FOCA - Civilians"
39376,-1.971389,28.6725,3,2,"FDLR-FOCA - Civilians"
39368,-1.27,28.56,3,14,"FDLR-FOCA - Civilians"
39539,-1.87863,28.89922,3,1,"FDLR-FOCA - Civilians"
39383,-0.581217,29.081264,3,1,"FDLR-FOCA - Civilians"
39414,-1.715278,28.590556,3,4,"FDLR-FOCA - Civilians"
39720,-1.416667,28.05,3,1,"FDLR-FOCA - Civilians"
39666,-1.694006,28.477637,3,1,"FDLR-FOCA - Civilians"
40067,-1.466667,28.5,3,1,"FDLR-FOCA - Civilians"
39904,-1.1885,28.3383,3,1,"FDLR-FOCA - Civilians"
40037,-1.715278,28.590556,3,1,"FDLR-FOCA - Civilians"
40006,-1.705182,28.733333,3,2,"FDLR-FOCA - Civilians"
39432,-1.705182,28.733333,3,7,"FDLR-FOCA - Civilians"
39507,-1.726483,29.003333,3,1,"FDLR-FOCA - Civilians"
40305,-1.786111,28.708056,3,2,"FDLR-FOCA - Civilians"
40260,-1.034441,28.946031,3,1,"FDLR-FOCA - Civilians"
39470,-1.44,28.15,3,1,"FDLR-FOCA - Civilians"
39385,-1.7166,28.758843,3,2,"FDLR-FOCA - Civilians"
40004,-1.7166,28.758843,3,4,"FDLR-FOCA - Civilians"
40026,-0.315363,28.120945,3,2,"FDLR-FOCA - Civilians"
39563,-1.715278,28.590556,3,27,"FDLR-FOCA - Civilians"
39608,-1.319167,28.685833,3,1,"FDLR-FOCA - Civilians"
40092,-3.038611,28.4325,3,1,"FDLR-FOCA - Civilians"
39589,-2.1,28.916667,3,1,"FDLR-FOCA - Civilians"
39609,-0.966667,28.8,3,2,"FDLR-FOCA - Civilians"
39412,-2.56782,27.99718,3,5,"FDLR-FOCA - Civilians"
40080,-1.100833,28.633056,3,5,"FDLR-FOCA - Civilians"
39794,-1.416667,28.05,3,1,"FDLR-FOCA - Civilians"
39829,-1.80583,28.75167,3,7,"FDLR-FOCA - Civilians"
39445,-2.908333,29.034444,3,1,"FDLR-FOCA - Civilians"
40257,-0.993387,29.504233,3,2,"FDLR-FOCA - Civilians"
39593,-1.80583,28.75167,3,7,"FDLR-FOCA - Civilians"
39547,-1.136389,28.556389,3,2,"FDLR-FOCA - Civilians"
39410,-1.980119,28.473455,3,1,"FDLR-FOCA - Civilians"
39411,-0.966667,28.8,3,2,"FDLR-FOCA - Civilians"
39670,-0.993387,29.504233,3,2,"FDLR-FOCA - Civilians"
40126,-1.416667,28.05,3,3,"FDLR-FOCA - Civilians"
40040,-1.183333,29.45,3,1,"FDLR-FOCA - Civilians"
39776,-0.966667,28.8,3,1,"FDLR-FOCA - Civilians"
39472,-1.4,28.816667,3,16,"FDLR-FOCA - Civilians"
40306,-1.192328,29.430889,3,12,"FDLR-FOCA - Civilians"
39583,-2.102234,28.368472,3,10,"FDLR-FOCA - Civilians"
39566,-2.102234,28.368472,3,10,"FDLR-FOCA - Civilians"
39363,-2.1,28.916667,3,2,"FDLR-FOCA - Civilians"
39378,-1.1771,28.2023,3,10,"FDLR-FOCA - Civilians"
39598,-0.711111,29.173056,3,1,"FDLR-FOCA - Civilians"
39991,-1.7687,28.80883,3,1,"FDLR-FOCA - Civilians"
39625,-0.883101,29.566521,3,1,"FDLR-FOCA - Civilians"
39830,-0.5,29.166667,3,3,"FDLR-FOCA - Civilians"
40127,-0.5,29.166667,3,14,"FDLR-FOCA - Civilians"
40128,-2.225,28.831389,3,2,"FDLR-FOCA - Civilians"
32942,-2.483333,28.8,3,3,"FDLR-FOCA - Civilians"
39866,-0.404167,29.075278,3,1,"FDLR-FOCA - Civilians"
39715,-0.6,29.32,3,1,"FDLR-FOCA - Civilians"
39526,-0.281436,29.2,3,1,"FDLR-FOCA - Civilians"
40298,-1.08075,29.28654,3,1,"FDLR-FOCA - Civilians"
40307,-3.033333,28.433333,3,2,"FDLR-FOCA - Civilians"
39446,-1.2875,29.168056,3,2,"FDLR-FOCA - Civilians"
39581,-2.102234,28.368472,3,1,"FDLR-FOCA - Civilians"
39728,-0.784722,29.290556,3,3,"FDLR-FOCA - Civilians"
40129,-0.994056,29.445654,3,1,"FDLR-FOCA - Civilians"
39379,-0.5,29.166667,3,4,"FDLR-FOCA - Civilians"
39672,-1.8,28.74,3,8,"FDLR-FOCA - Civilians"
39577,-1.68161,28.73328,3,1,"FDLR-FOCA - Civilians"
40032,-1.81848,28.71075,3,2,"FDLR-FOCA - Civilians"
40007,-1.705182,28.733333,3,3,"FDLR-FOCA - Civilians"
39721,-1.81,28.79,3,1,"FDLR-FOCA - Civilians"
39601,-2.483333,28.8,3,1,"FDLR-FOCA - Civilians"
39909,-3.035,28.98,3,1,"FDLR-FOCA - Civilians"
39369,-1.80583,28.75167,3,2,"FDLR-FOCA - Civilians"
39556,-1.79767,28.425817,3,30,"FDLR-FOCA - Civilians"
40068,-3.038611,28.4325,3,1,"FDLR-FOCA - Civilians"
39600,-2.533333,28.4,3,1,"FDLR-FOCA - Civilians"
39544,-2.7,27.333333,3,2,"FDLR-FOCA - Civilians"
39513,-3.033333,28.433333,3,1,"FDLR-FOCA - Civilians"
40148,-2.9686,28.4918,3,1,"FDLR-FOCA - Civilians"
39877,-1.7741,28.8059,3,9,"FDLR-FOCA - Civilians"
39459,-1.466667,28.5,3,19,"FDLR-FOCA - Civilians"
39353,-3.4,29.133333,3,1,"FDLR-FOCA - Civilians"
39770,-1.266667,29.383333,3,2,"FDLR-FOCA - Civilians"
39822,-1.705182,28.733333,3,1,"FDLR-FOCA - Civilians"
